Index,Filename,SubDirectory,IMNO,ModificationTime,FileSize_Mo,CreationTime,CreationTime_ISO8601,Directory,dir_path,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,BSCALE,EXPOSURE,INSTRUME,SW_VER,R_EXP,R_WAIT,OBSDATE,OBSTIME,TIMETAG,CRDATE,CRTIME,TEMPER,TEMPERS,TEMPERR,TEMPERC,CCCP_CMT,median_physical,mean_physical,Col2ColDiff_pre_scan,Line2lineDiff_pre_scan,SaturatedPixels,median_pre_scan,mean_pre_scan,std_pre_scan,stdXY,stdXY_Top,stdXY_Bottom,stdXY_pre_scan,BottomImage,TopImage,BottomImage_median,TopImage_median,flat,percentile_04,percentile_998,hist_bias,hist_ron,hist_gain,hist_flux,FRAC5SIG,EXPOSURE==0,EXPOSURE>0,Path
10,image_00000010.fits,delay692,00000010,230810.0814,13.31,230807.1338,2023-08-07T13:38:39,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay692,True,16,2,3216,2069,True,32768,1,50000.0,CCCP,0.0,50000.0,0.0,2023-08-05,15:07:21.500,118779791,2023-08-05,15:07:21.729,0.0,,100.0,27.062,,850.7837818568083,872.5333485499463,0.11430642822631398,-0.05749999999989086,0.0,849.0,851.3459968583857,23.57270756817557,336.08809877492354,450.28485854008443,133.61906730759577,23.57270756817557,15.509635258358685,36.78147959183673,2.0,2.0,8.853066616201348e-06,844.0,1895.0,849.0134999999996,40.94166961863738,3741.902740675918,0.04829771066889637,0.0969064499924717,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay692/image_00000010.fits
11,image_00000011.fits,delay692,00000011,230810.0814,13.31,230807.1338,2023-08-07T13:38:43,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay692,True,16,2,3216,2069,True,32768,1,50000.0,CCCP,0.0,50000.0,0.0,2023-08-05,15:08:20.447,177726627,2023-08-05,15:08:20.645,0.0,,100.0,27.312,,850.8209183184726,867.3691573576799,-0.04736587723550656,-0.061249999999972715,0.0,849.0,851.1475579990333,23.133290445378744,158.76589160026543,91.9360878202359,109.42614644271637,23.133290445378744,15.937792010421163,21.12306122448979,2.0,1.0,3.9672136238439965e-05,844.0,1733.0,849.0134999999996,41.39778051324255,3444.985847877409,0.05252009226615698,0.09075561726264791,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay692/image_00000011.fits
12,image_00000000.fits,delay693,00000000,230810.0814,13.31,230807.1339,2023-08-07T13:39:36,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:14:48.570,14850493,2023-08-05,15:14:48.766,0.0,,100.0,27.687,,849.8353853796903,855.3951256713211,-0.03189946834220336,-0.007500000000050022,0.0,849.0,850.3397220879652,20.035412515930854,63.939667708225855,54.86442743385017,42.285525240660924,20.035412515930854,4.87454841511078,7.600561224489752,1.0,0.0,0.0,843.0,1412.0,849.0204999999994,39.81469677624072,2529.984089529335,0.01823502219376244,0.036774101566820025,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000000.fits
13,image_00000001.fits,delay693,00000001,230810.0814,13.31,230807.1339,2023-08-07T13:39:41,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:15:02.517,28797257,2023-08-05,15:15:02.727,0.0,,100.0,27.5,,849.5671938852039,855.0881154672395,-0.03504108264860406,-0.01999999999998181,0.0,849.0,850.1060306911552,20.078593543411184,96.09823646939635,62.59335681479573,39.76332481641332,20.078593543411184,4.115772904906635,8.614948979591873,0.0,0.0,0.0,843.0,1399.0,849.0204999999994,40.14026460223895,2479.4320618323013,0.017342451144343563,0.035267249213189106,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000001.fits
14,image_00000002.fits,delay693,00000002,230810.0814,13.31,230807.1339,2023-08-07T13:39:47,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:15:16.464,42744035,2023-08-05,15:15:16.664,0.0,,100.0,27.437,,849.4288568717428,854.6103861439312,0.04809086515228955,-0.002499999999940883,0.0,849.0,849.9884110681488,20.053961455198476,70.87728072034517,58.800791304502994,40.29822621188819,20.053961455198476,4.0670755536257275,6.958928571428601,0.0,0.0,0.0,843.0,1383.0,849.0204999999994,39.611149158925144,2384.7409212824587,0.016859184507874766,0.0334711977145781,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000002.fits
15,image_00000003.fits,delay693,00000003,230810.0814,13.31,230807.1339,2023-08-07T13:39:52,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:15:30.410,56690770,2023-08-05,15:15:30.615,0.0,,100.0,27.437,,849.3070775158986,854.6006670247046,0.028032866118905986,-0.12125000000003183,0.0,849.0,849.8511841469309,20.449170910159765,78.3793997450133,61.94366749481958,41.251386611265005,20.449170910159765,4.119023013460719,8.358520408163258,0.0,0.0,0.0,843.0,1387.0,848.0134999999996,40.36275975116128,2413.254988157627,0.016480088067098168,0.03475958630136255,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000003.fits
16,image_00000004.fits,delay693,00000004,230810.0814,13.31,230807.1339,2023-08-07T13:39:57,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:15:44.357,70637505,2023-08-05,15:15:44.555,0.0,,100.0,27.437,,849.2011722593112,854.4198378088078,0.06984050265828046,-0.05124999999998181,0.0,848.0,849.7220891735137,20.244914862766183,50.91646388697374,57.773057164221235,42.80437679185983,20.244914862766183,5.025084672166713,7.692959183673452,1.0,1.0,0.00038573010087796135,843.0,1392.002000000095,848.0134999999996,39.888691370002554,2391.933000395996,0.016741080350271786,0.03502203200803731,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000004.fits
17,image_00000005.fits,delay693,00000005,230810.0814,13.31,230807.134,2023-08-07T13:40:03,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,8918.39,CCCP,0.0,5000.0,0.0,2023-08-05,15:15:58.304,84584240,2023-08-05,15:15:58.501,0.0,,100.0,27.437,,849.0877904498557,854.2269586466166,0.04132431126151914,-0.00874999999996362,0.0,848.0,849.6117713871436,20.36936203632732,50.4732062522884,64.14809877475776,40.41064554136339,20.36936203632732,4.6532696482848905,8.723367346938744,1.0,0.0,0.0003925348431064724,843.0,1389.0,848.0134999999996,40.52230917142854,2380.988626254012,0.015737672798068692,0.03367901537247984,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000005.fits
18,image_00000006.fits,delay693,00000006,230810.0814,13.31,230807.134,2023-08-07T13:40:07,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,20000.0,CCCP,0.0,20000.0,0.0,2023-08-05,15:16:36.982,29919426,2023-08-05,15:16:37.176,0.0,,100.0,27.437,,849.34753904737,858.6626530612245,0.06307394876751005,-0.0625,0.0,848.0,849.8139354760754,22.15565997820389,105.52840120685474,82.54527514238126,59.71240749766328,22.15565997820389,8.679646113764647,13.47739795918369,1.0,1.0,8.979688738643272e-05,843.0,1556.0,848.0134999999996,40.21168043010493,3001.623817543759,0.030317370471536913,0.05589473684210528,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000006.fits
19,image_00000007.fits,delay693,00000007,230810.0814,13.31,230807.134,2023-08-07T13:40:12,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,20000.0,CCCP,0.0,20000.0,0.0,2023-08-05,15:17:05.929,58866172,2023-08-05,15:17:06.122,0.0,,100.0,27.5,,849.262741508961,858.0662148227713,-0.004108264862225042,-0.007499999999936335,0.0,848.0,849.7319369260513,21.31735626090758,86.41467159166561,78.21851946471952,56.89191079018506,21.31735626090758,8.146467650890145,13.726887755101984,1.0,1.0,0.0001339137070137512,843.0,1541.0,848.0134999999996,40.714246278207504,2951.449227964053,0.02812423639323247,0.052541252718202355,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000007.fits
20,image_00000008.fits,delay693,00000008,230810.0814,13.31,230807.134,2023-08-07T13:40:16,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,20000.0,CCCP,0.0,20000.0,0.0,2023-08-05,15:17:34.875,87812968,2023-08-05,15:17:35.067,0.0,,100.0,27.625,,849.2185107406436,857.8918302900107,0.050265828902865906,-0.04000000000007731,0.0,848.0,849.6529023682939,20.570043474220203,86.4987940514409,70.97026925251055,59.22458093289096,20.570043474220203,8.161157186278729,12.987040816326498,1.0,1.0,0.00013365336413335486,843.0,1535.0,848.0134999999996,40.09975534807732,2872.5934774931197,0.0289023882206273,0.052465442761700974,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000008.fits
21,image_00000009.fits,delay693,00000009,230810.0814,13.31,230807.134,2023-08-07T13:40:20,good_delay,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693,True,16,2,3216,2069,True,32768,1,50000.0,CCCP,0.0,50000.0,0.0,2023-08-05,15:18:44.728,59848698,2023-08-05,15:18:44.932,0.0,,100.0,27.75,,849.8968533577524,866.5506460794844,-0.04349927501198181,0.024999999999977263,0.0,849.0,850.1402597873368,21.862086502102347,157.95236154512347,379.7753191205244,146.8536639793778,21.862086502102347,15.561880156317898,25.30270408163267,1.0,0.0,0.0,843.0,1734.0,848.0134999999996,41.46656452101426,3463.4780684183447,0.052804672254654156,0.0923629173240097,False,True,/Users/Vincent/Library/CloudStorage/GoogleDrive-vp2376@columbia.edu/.shortcut-targets-by-id/1ZgB7kY-wf7meXrq8v-1vIzor75aRdLDn/FIREBall-2/FB2_2023/DOBC_data/230805/HVdelay/S2/good_delay/delay693/image_00000009.fits
